number of bedrooms,number of bathrooms,living area,lot area,number of floors,Area of the basement,living_area_renov,lot_area_renov,Distance from the airport,Price,condition of the house
3,2.5,2010,17362,2,0,1920,7200,75,551000,3
4,3,3160,10948,1,1230,2380,13623,56,545000,3
4,2.5,2590,7891,2,0,1400,7891,74,530000,3
4,1.75,2520,7770,1,840,2340,7770,53,525300,3
4,2.5,3180,20870,2,1060,2700,14190,64,523000,3
3,2.5,1810,4332,2,0,1740,4332,60,517500,3
3,1,1100,5400,1.5,0,1770,4400,56,505000,3
3,1,1260,9638,2,0,1760,7822,53,490000,4
5,2.75,2990,7200,2,0,2710,7620,64,490000,3
4,2.25,2500,10890,1,700,2500,7467,61,488000,5
4,1.75,1720,3050,1.5,680,1570,6100,69,460000,5
2,1,880,3300,1,0,1960,5500,77,460000,4
3,1.75,1300,9600,1,0,2070,9775,80,455000,4
3,2,1700,10000,2,0,1460,9621,72,454000,3
4,2.5,2880,7386,2,0,2420,7663,64,440000,4
5,2.5,1710,7700,1.5,0,1530,7700,70,431650,3
4,2.5,3000,9460,2,0,3000,8450,72,430000,3
3,2,2350,12480,1,750,2160,12000,59,430000,3
3,1.75,1340,13241,1,0,2090,9704,59,427800,3
2,1,1670,6212,1,0,1670,7272,58,425000,4
6,2,1870,6969,1,0,1500,6969,62,380000,4
5,2.5,2250,10400,1,970,2140,9592,50,370000,3
4,2,2200,3060,1,1100,1410,5100,62,358000,3
5,2.5,2460,5604,2,0,2210,6395,57,358000,3
2,1,810,3880,1,0,900,4365,62,357950,3
5,2,1890,6050,2,0,1170,6050,76,339950,4
3,2.25,1936,9495,1,0,1410,12770,73,338900,3
3,2.5,1090,1139,2,130,1400,1348,70,335000,3
5,1.75,2190,27260,1,0,1620,39480,71,310000,4
3,1.5,1140,3292,2,0,1150,3592,72,310000,3
4,2.5,1920,7345,2,0,1860,7364,77,303500,3
2,1.5,830,1276,2,0,1540,1484,65,299000,3
4,2.5,1720,5805,2,0,2360,7700,58,295700,3
3,1,1080,8214,1,0,1850,13560,58,284000,3
3,2,1640,13249,1,0,1640,9240,63,280000,3
3,2.5,1680,8512,2,0,1580,8512,79,272000,3
3,2.25,1610,7187,2,0,1640,7194,71,269950,3
3,1,1860,9225,1,0,1740,12204,50,265500,3
3,2.5,1520,6298,2,0,1670,7207,68,260000,3
3,2.5,1780,7192,1,530,1870,8500,78,252500,4
1,1,460,4120,1,0,990,4120,67,247000,3
2,1,960,8450,1,0,1090,8450,67,244000,5
3,1.75,1560,10919,1,0,1730,10919,55,236000,3
3,1,940,7980,1,0,1050,7980,76,223000,3
1,1,720,7140,1,0,1140,7577,67,199900,3
3,1.5,1090,9605,1,0,1160,10487,76,185000,4
3,1,1010,8581,1,0,1060,10354,53,180000,4
2,1.75,590,6138,1,0,1360,7112,51,156000,2
5,4,2980,4500,1.5,910,1560,4225,73,842500,3
4,1.75,2340,9100,1,730,2470,11000,62,700000,3
4,2.5,2500,5264,2,0,1960,5250,55,336500,3
6,3,2580,8064,1.5,700,1510,6084,58,326000,3
4,1.75,2160,28750,2,0,1790,53578,52,324888,4
3,3,2610,22672,1.5,0,2810,22672,50,1580000,4
4,5.25,6110,10369,2,0,4190,10762,59,1320000,3
4,3.75,3490,5625,2,880,1940,5000,69,1310000,3
4,3.75,3980,7828,2,0,3980,8910,61,925900,3
4,2.75,2560,7961,1,1110,2500,9009,72,880000,4
3,1.75,2180,14135,1,880,3540,10318,67,860000,5
4,2.75,2760,5670,2,0,2760,6600,62,847093,3
3,2.5,2690,17461,2,0,3610,16887,77,805000,3
4,1.75,2150,9148,1,0,2370,9148,59,800000,4
5,3.5,3330,3705,2,720,2810,3971,66,795000,3
4,2.75,3420,6787,2,0,3450,6137,66,780000,3
4,2.5,3220,38448,2,0,3090,38448,52,775000,3
4,2.75,2560,6900,1,1080,2600,7200,80,740000,3
4,3.25,3910,6293,2,780,4410,6015,58,709950,3
3,1.75,1760,4125,1.5,0,1760,4000,73,688500,4
3,2,2310,10525,2,0,1430,10523,65,627000,5
3,2.5,2830,5831,2,0,2830,6064,54,614000,3
6,3,2600,9350,1,1260,2090,9102,79,600000,4
4,2.25,1970,5562,1.5,470,1980,4750,59,600000,3
4,2.75,2870,7200,2,0,2030,5400,66,577288,3
3,2.5,2510,5186,2,0,2530,5186,69,571000,3
4,1.75,2630,11213,1,1200,2240,15186,74,567000,4
5,2.5,3440,12900,1,1720,2100,10751,58,554000,4
4,2.5,2820,25995,2,0,3330,27653,53,545000,3
4,2.75,2650,6717,2,0,2740,7923,57,545000,3
3,1.75,1610,3478,1.5,550,1610,3478,61,540000,4
3,1,2000,22500,1,320,2000,10000,80,525000,3
3,2.5,2180,1850,2,0,2180,7347,69,496000,3
3,1.75,2090,7667,1,890,1480,7666,58,489000,3
4,2.5,2714,12558,2,0,2873,8269,77,485230,3
5,2,2040,6180,2,0,1870,4365,66,475000,4
5,3.5,3430,6872,2,600,3650,6600,56,473000,3
4,1.75,1920,6000,1,960,1850,7200,79,455000,4
3,1.75,1430,20193,1,0,2140,18364,70,453000,3
2,1.5,1160,1269,2,190,1700,3150,70,453000,3
4,1,1460,4600,1,680,1560,4600,74,445000,3
3,1.75,1810,7950,1,0,1680,7725,74,443000,4
4,2.5,2350,7203,2,0,2260,7274,66,440000,3
5,1,2170,65340,1.5,500,3170,12884,70,435000,4
3,1,1200,5252,1,0,1800,7920,56,427000,3
2,1,1630,7680,1,800,1250,7740,63,426000,3
3,2.5,2000,4500,2,0,2230,4501,66,417000,3
4,2,1900,5100,1,950,1230,5100,65,410000,3
3,1,1340,4120,1,300,1270,4635,68,409500,4
2,1.5,1240,1101,2,160,1530,1209,50,403000,3
4,3,2240,7035,2,0,1060,6300,57,400000,3
2,1,1000,7664,1,0,1570,6350,72,397000,3
3,1.5,1300,8280,1,0,1570,8692,61,396000,5
4,2,2240,7085,1.5,0,1440,7085,75,395000,3
4,2,1830,21183,1,770,1950,6120,69,383000,4
3,1,1040,9800,1,0,1280,8880,77,375000,4
3,1.75,2120,11340,1,1060,1830,8650,59,368000,4
3,1,1370,6450,1,0,1550,6898,54,357000,3
2,1,670,7312,1,0,860,8242,70,348000,3
4,2.25,2180,7000,1,500,2000,8000,72,318000,3
3,1.5,1550,7260,1.5,0,1190,7620,62,313000,2
3,2.75,1400,7880,1,400,1400,7279,70,311000,3
3,1.75,1140,8263,1,0,1140,6770,52,310000,5
3,2.25,3100,11985,1,1310,1770,7954,73,302500,4
4,2.5,2830,7350,1,1140,2350,7768,79,295500,3
4,2,1810,42981,1,0,1980,113691,69,295000,4
4,2.5,1810,4871,2,0,1850,5003,72,295000,3
4,2,1390,745,3,0,1390,942,53,288790,3
1,1,1060,54846,1,0,2258,31762,51,285000,3
4,2.5,1613,4338,2,0,1427,4341,72,279500,3
2,1,820,6200,1,0,1410,14000,72,274000,4
4,2.5,1870,5692,2,0,2390,5293,58,272000,3
3,1.5,1950,7560,1,630,1950,8941,72,269950,4
4,1.75,1420,7500,1,340,1500,7260,59,268500,4
3,2.75,1120,881,3,0,1120,1087,60,265000,3
3,2.25,1370,7087,2,0,1400,6600,73,264500,3
2,1,700,8100,1,0,1230,8100,80,254950,3
3,1.5,1090,5000,1,0,1540,7624,75,249950,5
2,1,1210,9375,1,0,1680,8400,59,239000,4
2,1.5,680,772,2,0,690,1059,71,239000,3
2,1,1370,11584,1,0,1330,8012,54,237600,4
3,2,1510,9153,1,0,1780,9286,52,234950,4
3,1.5,1500,11616,1,400,1830,8288,64,230000,3
3,2.5,1340,3011,2,0,1060,3232,61,230000,3
3,2.5,1590,8449,2,0,1750,7172,66,225000,3
3,1,1000,6020,1,0,1300,8640,78,220000,3
3,1.5,1600,10548,1,0,2880,13609,51,220000,4
3,1,980,9135,1,0,1780,9135,62,185000,3
3,3.25,5020,12431,2,1600,3680,12620,80,3600000,3
5,4.5,5220,67319,2,0,4190,40609,66,1570000,3
3,1.25,2400,6653,3,0,1910,6653,75,1390000,3
5,3.25,4115,7910,2,0,3950,6765,75,988830,3
3,2.5,2930,9280,2,0,2730,10090,64,905000,4
4,2.25,2380,4876,2,140,1780,4559,61,875000,4
3,1.5,1530,10827,1,0,2050,10827,52,865000,4
4,2.25,2330,10451,2,0,1880,8400,57,850000,4
4,2.75,2990,6626,2,0,2910,5533,58,814950,3
3,2,2390,9800,2,0,1920,5350,79,810000,5
5,1,1750,3861,1.5,0,1700,4255,68,774900,3
3,2.25,1870,1900,3,0,1690,1694,59,770000,3
4,2.5,2660,8469,2,0,2920,10697,64,751305,3
3,2.5,3380,9528,2,0,3630,14089,78,751000,3
3,2.25,2190,2416,3,0,1510,3615,74,719950,3
4,2.5,2370,10513,2,0,2110,9540,55,688100,4
4,2,2850,4497,1.5,1120,2450,6000,66,650000,3
4,2.5,2390,9638,2,0,2630,9258,63,645500,3
6,5.25,3600,3960,2,1200,1450,4600,67,643500,3
4,2.5,2180,4000,2,480,2180,4000,64,607010,3
4,2.5,2350,7245,2,0,2350,9419,62,598850,3
3,1,1320,5000,1,230,1700,5000,77,594000,4
3,1.5,1390,5040,1,300,1910,4800,75,589000,3
3,3.25,1490,857,3,270,1550,1092,54,580000,3
5,2.75,2730,5820,2,0,2730,5700,66,565997,3
5,3.25,2860,20790,1,1060,1920,9612,61,565000,4
3,1.75,2000,6130,1,880,2140,7150,61,549000,4
3,1.75,1680,4240,1.5,0,1460,4240,59,540000,4
5,2.5,3370,4850,2,0,2900,5570,61,540000,3
2,1.5,1260,6660,1.5,0,2140,4770,56,531000,4
4,2.25,2240,8376,1,500,1890,7875,69,530000,3
5,3.25,3960,321908,2,1270,2360,96703,56,525000,4
4,2.5,2890,7306,2,0,2850,6687,68,515000,3
3,2.5,2540,40106,2,0,3190,71797,76,510000,3
5,2,2740,3838,1,1370,1660,4040,54,510000,4
2,2.5,1590,1485,2,290,1880,3675,66,509500,3
2,1,1250,5040,1,300,1290,5040,67,505000,3
4,2.25,2020,4960,2,310,1590,4550,77,490000,3
3,2.5,2360,9005,1,1020,1520,9005,63,480000,5
2,2.5,1620,14467,2,0,1470,13615,60,475000,3
4,2.25,1970,7532,1,580,1970,8248,74,475000,3
2,2,1540,7290,2,0,1540,7072,76,462500,3
3,2,1690,16061,1,0,1280,12436,56,459800,3
3,1.75,2820,8879,1,1280,1640,7850,75,456700,5
2,1,1180,6000,1,0,1600,6000,60,450000,3
4,2,1700,21780,1,620,2070,12054,63,445000,4
3,1.75,1810,7300,1,570,1460,7560,51,430000,4
4,2.25,2660,11200,2,0,2090,11120,73,425000,4
4,2.5,2550,8824,2,0,2630,11237,66,422500,3
3,2.5,1800,5372,2,0,1650,6014,80,416000,3
3,2.5,1430,1250,3,0,1360,1269,68,399000,3
3,1.75,1290,7205,1.5,0,1340,7214,53,365000,3
3,2.5,1630,11592,2,0,1700,8850,50,360400,3
3,2.5,1980,7800,2,0,1700,20580,67,359950,3
2,1,1250,4558,1,0,1180,4494,67,355000,3
3,2.5,2090,3002,2,420,2090,3163,76,352000,3
3,1.5,1030,6969,1,0,1420,6000,66,345000,4
3,1.5,1280,5525,1,0,1330,5286,79,342450,3
4,2.5,2840,8746,2,0,2630,9900,59,339000,3
5,1.75,1240,8936,1,0,1600,9341,60,333000,3
3,1.5,1240,1221,2,190,1180,887,66,320000,3
3,1,1340,5175,1,400,1020,5500,74,320000,3
3,2,1660,11135,1,0,1660,11560,71,315000,3
4,2.25,1960,12243,2,0,1910,12230,76,308000,3
3,2,1790,7259,1,400,1790,7700,78,307000,3
3,1,950,4760,1.5,0,1080,4760,56,300000,3
3,2.5,1570,2577,2,0,1970,2952,59,299950,3
2,2.5,1400,1262,2,240,1060,1524,72,299000,3
3,1,1020,7650,1,0,1440,7650,74,293000,3
3,1,1520,8055,1.5,0,1560,8160,51,279000,3
3,2.5,2620,4558,2,0,1670,4558,80,277500,3
3,1,1370,17859,1,220,1460,47044,71,275000,4
3,1.75,1600,7711,1,0,2100,7711,75,268000,3
3,2.5,1810,4113,2,0,1880,4465,55,266490,3
4,1.75,960,8863,1,380,1720,8249,78,255000,5
2,1,620,4760,1,0,620,4760,50,255000,3
4,1.75,1940,13370,1,0,2405,11769,64,252000,4
3,3,2300,7701,1,0,1570,8116,75,250000,3
3,1,1100,7470,1,0,1280,7055,67,250000,4
3,2,1470,12096,1,0,1470,10966,64,250000,4
3,1.5,1390,12500,1,0,1390,9000,71,225000,4
3,1,1080,5000,1.5,0,1470,10600,65,219000,3
4,2.25,1500,5393,2,0,1700,5917,56,210000,3
3,1.5,1400,9600,1,0,2210,15000,50,210000,4
3,1.5,990,8925,1,0,1360,8625,56,158000,4
1,1,870,26326,1,0,1250,10608,71,157000,3
2,1,830,7609,1,0,1170,7609,74,135000,3
4,3.75,4090,24825,2,690,3910,11500,72,2400000,4
4,2.5,3220,20251,1,0,4200,22114,58,2380000,3
3,3,3490,4500,2.5,320,2840,4050,55,1050000,3
4,3.5,3350,3752,2,800,1050,4960,74,1010000,3
3,2.75,2830,505166,1,1000,2120,21988,65,999000,4
3,2.5,2010,6857,1,560,2380,6370,63,960000,4
2,1,1240,5500,1,0,2080,4400,50,900000,3
4,2.5,3420,7462,2,0,3080,8031,71,839900,3
4,2.5,2680,8778,2,0,2680,10020,60,788000,4
3,1,2230,3200,2,600,2280,5400,50,770000,3
3,2.5,2710,18480,2,710,2710,18077,63,740000,3
3,1.75,2280,3446,2,0,1610,6670,52,718000,3
4,1.75,2000,6000,1,1000,2610,4377,50,710000,5
4,2,1820,5001,2,0,1440,5408,67,705000,3
3,2.5,2350,4975,2,0,2350,3951,78,700000,3
3,2,1770,1800,3,0,1890,3200,62,690000,3
3,1.75,2130,20423,1,0,2370,20875,72,667500,3
4,2,1980,23625,2,0,2300,24640,57,659000,3
1,2.25,1220,2100,2,0,3150,6000,66,611900,4
4,2.5,2080,5562,2,0,2170,5518,67,601000,3
4,2.5,2100,3125,2,700,2060,5040,73,595000,3
4,2.5,2630,6100,2,0,2360,5765,63,576925,3
3,2.25,2180,9246,2,0,2300,9298,76,570000,3
3,1.75,1880,45738,1,470,2340,38556,74,550000,4
3,2.5,1920,1649,2.5,320,1650,3053,52,542500,3
3,2.5,2030,10958,2,0,1960,10282,69,530000,3
2,1,1260,5100,1.5,140,1260,5100,62,528000,4
4,1.5,1430,6380,1.5,300,1570,6380,53,525000,4
5,1.75,2040,5280,1,1020,1720,7344,64,520000,4
3,3,2390,1210,1.5,0,1540,26979,77,519500,3
3,1,1190,7000,1,0,1350,7000,52,517500,3
3,2.5,2430,4203,2,0,2500,4798,60,515000,3
3,1.75,1810,5733,1,800,1260,4680,80,515000,4
4,1.5,1800,6750,1.5,0,1420,5900,58,508500,4
3,2.5,2100,9040,1,400,2430,8809,54,506400,3
5,1,1810,11205,1.5,0,1860,7965,66,495000,3
4,2.5,2300,7314,1,880,2010,7314,58,465000,4
2,1.5,1820,7800,1,580,1400,7800,66,460000,4
3,2.5,1440,5434,2,0,1560,3770,72,440000,3
3,1,1180,3750,1,150,1280,3750,50,425000,3
4,1.75,1980,8400,1,650,1920,8400,76,425000,3
3,1,1630,8146,1,0,1480,8146,63,415000,3
3,1.75,1640,6435,1,450,1770,6930,52,415000,3
3,1.5,1090,8400,1,0,1320,8400,65,415000,4
2,1,920,4400,1,0,1560,4600,63,412133,3
3,1.75,1640,11730,1,0,1640,7770,70,397000,5
3,1.75,1540,8925,1,0,1620,10397,70,392500,4
3,2,1450,9132,1,0,1580,9104,77,391500,3
2,1.5,1070,877,3,0,1320,1193,57,382000,3
2,2.5,1700,2513,2,0,1760,2891,60,378000,3
3,2.5,1930,6180,1,600,1940,6180,68,375000,3
3,2.5,1600,2042,2,0,1445,1370,80,375000,3
4,2.5,2030,4499,2,0,2030,4539,75,365500,3
3,2.5,1810,3192,1,740,1740,3720,80,355000,3
4,2.5,2650,6366,2,0,2650,6200,63,352000,3
3,2.25,2580,7434,1,950,1920,7737,55,340000,3
3,1.5,1260,5758,2,0,3090,10142,80,333000,3
4,2.5,2280,9899,2,0,1970,9451,56,325000,3
3,1.5,1700,8067,1,450,1340,7869,55,315000,3
3,1.75,1610,7350,1,0,2120,7350,72,313500,3
3,2.5,2280,6386,2,0,2550,4835,78,312000,3
3,2.5,1850,4600,2,0,2160,4751,78,299000,3
3,1.5,2060,15050,1.5,0,1900,15674,50,294000,4
1,2,1240,4800,2,0,1030,4800,56,290000,3
1,1,550,5700,1,0,1100,4560,53,290000,2
3,1,1470,8200,1,430,1420,8200,65,290000,3
2,1.5,1010,6000,1,0,1290,6000,65,269000,4
4,2.75,1500,7036,1,440,1620,7200,68,262500,3
3,2,1540,7210,2,0,1500,7210,69,252000,4
3,2,1430,7280,1,440,1430,7280,79,250000,3
4,1,1200,7552,1,140,1580,7680,53,249000,3
3,2.5,1650,6675,1,360,1880,6675,65,246000,3
2,1.5,1078,1263,2,0,1078,1263,78,240000,3
3,2,1400,9177,1,0,2020,8547,55,233000,3
3,1,1690,7700,1,0,1590,7700,79,215000,4
4,2,1720,7560,1,0,1750,7988,76,206000,3
3,1.5,1370,7500,1,290,1400,7500,50,203000,3
2,1,800,5280,1,0,1240,7670,66,195000,5
2,1,680,8640,1,0,1320,13140,71,193000,4
3,1,1200,8316,1,0,1250,8316,53,190000,4
2,1,1390,11340,1,0,1200,10224,61,185000,4
2,1,810,9882,1,0,950,7200,80,170000,3
3,2.5,3930,55867,1,1600,2730,26324,68,3070000,4
4,4,6330,13296,2,1430,2200,9196,64,2390000,3
5,4.25,4830,11466,2,1110,2180,11017,74,1680000,3
4,2.5,3030,10189,1,650,1940,10189,51,1470000,3
4,3.25,4400,262666,2,0,3240,9791,71,1150000,3
4,2.5,3140,11049,2,0,2750,11049,77,990000,3
5,2.75,2590,6120,2,0,1390,3060,72,961000,3
3,2.75,2590,223027,2,0,3410,212137,78,920000,3
4,2.5,3370,7200,2,0,1880,7200,50,890000,3
5,3.5,4600,8764,2,1420,3210,9431,70,880000,3
5,4.25,3970,4500,2,1110,3480,4500,70,811500,3
4,2.75,3340,7230,2,0,3230,7529,74,808000,3
5,3,2350,6480,2,700,1840,7200,77,805000,4
4,3,3350,23781,1,1330,2870,12036,63,805000,4
4,2.25,2730,5000,1,1270,2010,5000,78,770000,5
4,2.5,2370,2971,2,290,2970,7500,52,749950,3
2,1.75,1679,577605,2,0,1850,358934,50,700000,3
4,2,2230,5000,1.5,720,2140,5000,64,690000,4
5,3.5,3960,25245,2,1460,2640,13675,75,650000,3
3,3,3730,383328,1.5,1500,1940,217800,66,649500,4
2,2.25,1390,916,2,225,1415,1488,72,625000,3
3,3.5,2490,2722,2,470,2490,2755,76,616950,3
2,1,1040,3200,1,0,1890,4000,52,580000,3
4,2,2720,8819,2,480,2960,9672,66,560000,3
3,2,2090,15790,1,0,1820,8770,60,560000,3
5,2,2280,3600,2,0,1740,1800,53,534000,3
3,2.25,2140,6720,1,700,2060,6720,66,524000,3
5,3,3720,25474,2,1630,1870,14547,79,500000,3
4,2.25,2020,8400,1,670,2060,8400,61,496600,4
3,1.75,1560,9247,1,400,1690,8772,57,490000,3
2,2.25,1330,1380,2,270,1580,4802,68,479000,3
4,2,2090,40419,1,0,2380,63162,64,460000,4
2,1.75,2060,7192,1,640,1860,7140,51,457000,3
2,2,1350,1209,3,0,1310,982,61,455000,3
4,1.5,1580,7350,1,620,1560,7350,60,452000,4
3,1.75,1880,9360,1,940,1390,7200,76,445500,4
3,2.25,1850,4050,2,0,1650,4468,50,445000,4
3,1,1610,5500,1.5,0,1200,5701,54,440000,3
4,2.5,2470,385506,2,0,1680,158994,55,438950,3
2,2.5,1560,1222,2,480,1560,2081,77,435000,3
3,1.75,1470,7350,1,0,1470,7350,62,432500,3
4,2.25,1310,8400,1,0,1600,8400,54,421000,4
2,1,720,4592,1,0,1030,5816,55,419000,4
4,2.5,2906,5893,2,0,2680,4950,62,418395,3
3,2,1410,8088,1,0,1770,7401,65,410000,3
3,1,1480,6550,1.5,0,1200,6550,55,398000,4
3,3.25,1370,915,2,270,1370,1146,60,388000,3
3,2.25,1680,8450,1,340,1850,8300,75,385000,3
4,2.5,2560,6238,2,0,2560,6240,62,385000,3
3,1.75,1430,10574,2,0,1900,10450,70,375000,3
3,2.75,1750,9166,1,580,1810,8760,55,370000,4
4,2.75,2020,8093,1,720,1920,8089,59,366000,5
4,1,1520,80150,1,0,1740,84506,60,365000,2
4,3.5,2690,5564,2,0,2210,4046,57,359950,3
3,2.25,2550,9674,1,700,2240,9674,60,355000,3
3,1.5,1550,40752,1,0,1550,8000,72,350000,5
2,1.75,1250,1208,2,210,1250,1656,50,349000,3
4,2.5,2380,7792,2,0,2260,7378,59,342000,3
3,1.75,3400,46382,1,1350,2320,20624,65,340000,3
4,3,2090,7500,1,720,1810,7650,62,338000,3
3,2.25,2450,6500,2,0,2200,6865,67,329000,4
3,2.5,2020,4183,2,0,2030,4140,51,321000,3
3,2.75,2770,3809,1.5,1000,1440,4000,75,317625,5
3,2.5,1410,1325,2,230,1270,1282,79,315000,3
3,2.5,2100,6825,2,0,2180,7614,77,305000,3
3,2.25,1760,5421,2,0,1570,6000,63,300000,3
2,1.75,1280,37373,1,0,2180,48351,55,297000,4
4,1.75,1790,5341,1,740,1540,6916,65,297000,4
3,2,1650,11256,1,400,1860,11256,78,294000,4
4,2.75,2910,7712,1,1310,2220,6649,69,292000,3
4,1.75,1990,18900,2,120,1710,12400,73,290000,4
3,1.75,1770,8240,1,530,2060,8250,59,280000,4
4,2.5,2789,3960,2,0,2547,3960,53,272000,3
2,1.5,1140,14373,1,0,2140,9860,63,262500,3
3,1.75,1380,14000,1,0,1490,18503,69,249900,4
2,2,1260,10200,1,240,1560,10200,71,230000,3
2,1.5,1160,1848,2,0,1160,1566,60,229950,3
3,2.25,1610,7084,1,330,2170,8505,75,218000,4
2,1,1000,10200,1,0,1150,13702,72,213000,3
2,2.5,1280,1566,2,0,1460,1845,58,206000,3
3,2.5,1870,3118,2,0,1580,3601,76,205000,3
3,1.5,1420,9081,1,0,1090,8410,64,202000,4
3,1.75,1100,9452,1,0,1350,9452,75,190000,3
2,1,880,6900,1,0,1060,8000,51,190000,3
3,1.5,1280,4031,2,0,1150,4500,68,185000,4
2,1,1100,7323,1,320,1410,7227,78,179950,3
4,4.5,4510,12873,2,0,2200,8528,64,1820000,3
6,3.5,4010,16200,1,1920,3560,16200,72,1650000,3
4,4,5050,202554,2,1790,3370,213444,78,1340000,3
3,2.75,3230,5432,2,0,2560,72229,60,1150000,3
5,3,4090,12850,1,2000,2540,10270,51,1100000,4
5,3.5,3230,7560,2,0,3230,8580,76,1080000,3
4,2.75,2500,20000,1,800,2650,20000,59,950000,4
4,2.5,3700,7051,2,0,3580,6175,56,950000,3
3,3.25,2640,16090,1,680,3690,15000,79,885000,4
4,1.75,2510,5800,1,680,2190,5800,77,880000,4
4,3.5,3020,12750,2,0,3120,14351,51,845800,3
3,1.75,1510,3600,1,280,1300,3600,67,800000,5
5,3.5,3180,14000,2,0,3670,14450,72,760000,5
3,3.5,4380,6350,2,1600,1830,6350,78,740500,3
4,2,1640,6000,1.5,0,1900,6000,75,735000,4
2,2,1240,9119,1,0,1380,9121,53,727500,4
4,2.5,2130,3420,1.5,400,1520,3420,73,725000,4
4,2,2270,5760,2,0,1420,5760,71,724950,4
3,3.25,3060,9055,2,600,2990,9598,56,715000,3
3,3.5,2630,4713,2,600,2450,4187,79,695000,3
4,2.5,2780,35000,1,0,2740,35072,79,674250,4
5,3.5,3160,5175,2,0,2100,9351,66,660000,3
3,2.5,2990,9413,2,0,1940,9600,62,659950,3
4,2.5,2260,5172,2,0,2680,5172,57,640000,3
5,3.25,3340,4166,2,840,3220,5200,68,637850,3
4,2.5,2120,3220,2,0,2120,3547,57,637250,3
5,2.75,2830,11795,1,1120,2460,10880,74,628000,4
4,2.5,2990,5122,2,0,3140,7875,58,600000,3
5,2.25,2480,12614,1,620,2470,12392,58,585000,4
2,1.75,1930,11200,1,500,2840,12408,50,581000,3
3,1.75,1800,4429,2,0,1310,4429,55,579000,4
3,2.5,2420,11953,1,0,2420,12215,59,570000,3
3,1.5,2440,7200,1,0,1920,6900,79,550000,3
3,2.5,1990,4936,2,0,2250,4815,69,544900,3
4,1.75,1520,15398,1,150,1840,12500,69,533250,4
3,2.75,2100,20150,1,0,2100,15500,53,530000,4
3,1.75,2180,14734,2,0,2300,21618,76,488000,3
2,1,1620,3880,1,700,1330,3880,62,481000,4
3,1.75,1210,6175,1,0,1520,7475,78,478000,3
2,2.25,1140,1332,3,0,1140,1267,80,476000,3
4,1.75,1880,4175,1.5,790,1700,3758,56,475999,3
3,1,1400,4914,1.5,0,1400,3744,57,470000,3
4,2,1570,7320,1,0,1530,8800,54,450000,4
3,2.75,2240,3360,2,140,1790,5873,58,450000,3
5,2.5,2000,3600,1,850,1410,3600,51,441000,3
3,2.5,2080,16050,1,720,1790,14550,58,418000,5
4,3.25,3266,5969,2,0,3087,5169,59,418000,3
2,1,1110,3943,1,370,1590,4311,67,410500,5
3,1.75,1520,7252,1,380,1910,7820,66,405000,3
4,3,2500,6278,2,0,2700,7200,59,395000,3
4,1.75,2690,46609,1.5,0,1920,7302,67,390000,3
4,2.5,2560,43560,2,0,2130,10150,56,390000,3
2,1.5,1010,948,3,0,1330,1318,59,387000,3
4,3.25,2864,8035,3,0,2419,8984,55,380000,3
3,2.25,2120,18500,2,0,2120,14479,62,375000,4
3,1,1000,6947,1,0,1000,6947,73,375000,4
2,1,920,6600,1,0,1370,5500,59,365000,4
3,2.5,1930,4000,2,0,2050,4000,61,345500,3
3,1,1340,9339,1,0,1310,9350,59,345000,5
3,2.5,1520,3041,2,0,1820,3229,76,333000,3
4,2.25,2380,7400,1,620,1940,7400,51,319000,4
3,2.5,2110,7434,2,0,2100,7749,52,319000,4
6,2.75,2940,7350,1,1160,2120,8236,67,315000,3
2,1,900,8556,1,140,1500,8556,55,315000,3
4,2.5,2430,5959,2,0,2100,5414,61,305000,3
4,2.5,1990,5511,2,0,1850,6031,79,302500,3
4,2.25,1600,15312,1,520,1620,12375,53,299500,4
4,2.5,2420,3825,2,0,1880,4250,80,298000,3
3,2.25,1760,7023,2,0,1760,7082,59,289200,3
3,2.5,1450,4106,2,0,2000,4000,62,279000,3
3,2.5,2100,6021,2,0,2091,7547,62,277950,3
4,2.25,2090,7400,1,420,2260,8000,65,274000,3
3,1,1090,22080,1,0,1590,19457,60,267500,5
2,1,1420,21158,1,0,1220,8625,75,250000,3
3,1.75,1550,9060,2,0,1080,7620,79,225000,3
3,1,1410,5000,1,430,1510,7700,78,225000,3
2,2.5,809,940,2,0,1260,4240,59,219000,3
2,2,1070,8400,1,0,1430,8190,66,217500,4
3,1,1570,9650,1.5,0,1330,9650,58,212644,5
3,1.75,1250,8084,1,0,1340,7680,76,209000,4
3,1,1480,5600,1,540,1350,11100,72,200000,4
3,1.5,1100,32700,1,0,1616,32700,56,194820,3
3,2.25,2750,6203,1,1130,2570,7009,62,1650000,5
3,2.75,2030,7700,1,630,1780,8160,77,643000,5
4,1.75,1970,10358,1,430,1900,10358,71,385000,3
2,2.5,980,1013,3,0,980,1023,76,334900,3
4,1,800,8775,1,0,1310,8775,72,268750,3
3,1.75,1540,6273,1,770,1140,5512,68,263500,4
2,1,670,1675,1,0,1220,1740,61,245000,5
3,1,1620,3000,1.5,0,1420,3060,77,599995,5
3,2.5,1690,4000,2,0,1690,4000,73,452000,3
3,2,1720,7704,1,560,1620,7600,51,402000,4
2,0.75,900,9600,1,0,1250,14280,79,180250,3
3,3.5,4490,56609,2,0,2710,51330,79,3120000,3
5,4.75,5410,13431,2,360,3750,11596,69,2540000,4
4,3.5,4300,108865,2,0,4650,107498,52,1450000,3
